ElectionDistrict,ElectionPrecinct,JurisdictionCode,JurisdictionName,RaceDate,RaceName,ResultsTime,ResultsType,sourcetype,"total_cast","total_registered","total_turnout","_raw","_time"
;VOTER TURNOUT - TOTAL;14.19
;VOTER TURNOUT - Republican;9.66
;VOTER TURNOUT - Democratic;18.46
;VOTER TURNOUT - Non-Partisan;3.83
;VOTER TURNOUT - BLANK;.
;
;","1571302940.11"

009,007,0907,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:50 AM","OFFICIAL RESULTS
",test,354,3332,"10.62","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:50 AM;June 26, 2018
;STATISTICS
;0907 009-007
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3332
;REGISTERED VOTERS - Republican;352;10.56
;REGISTERED VOTERS - Democratic;2185;65.58
;REGISTERED VOTERS - Non-Partisan;795;23.86
;BALLOTS CAST - TOTAL;354
;BALLOTS CAST - Republican;30;8.47
;BALLOTS CAST - Democratic;307;86.72
;BALLOTS CAST - Non-Partisan;17;4.80
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;10.62
;VOTER TURNOUT - Republican;8.52
;VOTER TURNOUT - Democratic;14.05
;VOTER TURNOUT - Non-Partisan;2.14
;VOTER TURNOUT - BLANK;.
;
;","1571302940.11"

005,016,0516,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","07:19 PM","OFFICIAL RESULTS
",test,633,3246,"19.50","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:07:19 PM;June 26, 2018
;STATISTICS
;0516 005-016
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3246
;REGISTERED VOTERS - Republican;545;16.79
;REGISTERED VOTERS - Democratic;2045;63.00
;REGISTERED VOTERS - Non-Partisan;656;20.21
;BALLOTS CAST - TOTAL;633
;BALLOTS CAST - Republican;66;10.43
;BALLOTS CAST - Democratic;557;87.99
;BALLOTS CAST - Non-Partisan;10;1.58
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;19.50
;VOTER TURNOUT - Republican;12.11
;VOTER TURNOUT - Democratic;27.24
;VOTER TURNOUT - Non-Partisan;1.52
;VOTER TURNOUT - BLANK;.
;
;","1571302940.11"

004,027,0427,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","06:34 PM","OFFICIAL RESULTS
",test,74,480,"15.42","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:06:34 PM;June 26, 2018
;STATISTICS
;0427 004-027
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;480
;REGISTERED VOTERS - Republican;48;10.00
;REGISTERED VOTERS - Democratic;302;62.92
;REGISTERED VOTERS - Non-Partisan;130;27.08
;BALLOTS CAST - TOTAL;74
;BALLOTS CAST - Republican;8;10.81
;BALLOTS CAST - Democratic;58;78.38
;BALLOTS CAST - Non-Partisan;8;10.81
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;15.42
;VOTER TURNOUT - Republican;16.67
;VOTER TURNOUT - Democratic;19.21
;VOTER TURNOUT - Non-Partisan;6.15
;VOTER TURNOUT - BLANK;.
;
;","1571302940.11"

013,042,1342,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:38 AM","OFFICIAL RESULTS
",test,326,1413,"23.07","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:38 AM;June 26, 2018
;STATISTICS
;1342 013-042
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1413
;REGISTERED VOTERS - Republican;160;11.32
;REGISTERED VOTERS - Democratic;948;67.09
;REGISTERED VOTERS - Non-Partisan;305;21.59
;BALLOTS CAST - TOTAL;326
;BALLOTS CAST - Republican;15;4.60
;BALLOTS CAST - Democratic;304;93.25
;BALLOTS CAST - Non-Partisan;7;2.15
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;23.07
;VOTER TURNOUT - Republican;9.38
;VOTER TURNOUT - Democratic;32.07
;VOTER TURNOUT - Non-Partisan;2.30
;VOTER TURNOUT - BLANK;.
;
;","1571302940.11"

009,034,0934,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:57 AM","OFFICIAL RESULTS
",test,339,3074,"11.03","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:57 AM;June 26, 2018
;STATISTICS
;0934 009-034
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3074
;REGISTERED VOTERS - Republican;400;13.01
;REGISTERED VOTERS - Democratic;1923;62.56
;REGISTERED VOTERS - Non-Partisan;751;24.43
;BALLOTS CAST - TOTAL;339
;BALLOTS CAST - Republican;31;9.14
;BALLOTS CAST - Democratic;291;85.84
;BALLOTS CAST - Non-Partisan;17;5.01
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;11.03
;VOTER TURNOUT - Republican;7.75
;VOTER TURNOUT - Democratic;15.13
;VOTER TURNOUT - Non-Partisan;2.26
;VOTER TURNOUT - BLANK;.
;
;","1571302940.11"

009,039,0939,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:59 AM","OFFICIAL RESULTS
",test,17,28,"60.71","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:59 AM;June 26, 2018
;STATISTICS
;0939 009-039
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;28
;REGISTERED VOTERS - Republican;3;10.71
;REGISTERED VOTERS - Democratic;15;53.57
;REGISTERED VOTERS - Non-Partisan;10;35.71
;BALLOTS CAST - TOTAL;17
;BALLOTS CAST - Republican;0
;BALLOTS CAST - Democratic;17;100.00
;BALLOTS CAST - Non-Partisan;0
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;60.71
;VOTER TURNOUT - Republican;.
;VOTER TURNOUT - Democratic;113.33
;VOTER TURNOUT - Non-Partisan;.
;VOTER TURNOUT - BLANK;.
;
;","1571302940.11"

004,034,0434,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","09:44 PM","OFFICIAL RESULTS
",test,390,1840,"21.20","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:09:44 PM;June 26, 2018
;STATISTICS
;0434 004-034
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1840
;REGISTERED VOTERS - Republican;471;25.60
;REGISTERED VOTERS - Democratic;953;51.79
;REGISTERED VOTERS - Non-Partisan;416;22.61
;BALLOTS CAST - TOTAL;390
;BALLOTS CAST - Republican;84;21.54
;BALLOTS CAST - Democratic;293;75.13
;BALLOTS CAST - Non-Partisan;13;3.33
;BALLOTS CAST - BLANK;2;.51
;VOTER TURNOUT - TOTAL;21.20
;VOTER TURNOUT - Republican;17.83
;VOTER TURNOUT - Democratic;30.75
;VOTER TURNOUT - Non-Partisan;3.13
;VOTER TURNOUT - BLANK;.11
;
;","1571302940.11"

002,003,0203,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:34 PM","OFFICIAL RESULTS
",test,445,3360,"13.24","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:34 PM;June 26, 2018
;STATISTICS
;0203 002-003
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3360
;REGISTERED VOTERS - Republican;450;13.39
;REGISTERED VOTERS - Democratic;2086;62.08
;REGISTERED VOTERS - Non-Partisan;824;24.52
;BALLOTS CAST - TOTAL;445
;BALLOTS CAST - Republican;47;10.56
;BALLOTS CAST - Democratic;379;85.17
;BALLOTS CAST - Non-Partisan;19;4.27
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;13.24
;VOTER TURNOUT - Republican;10.44
;VOTER TURNOUT - Democratic;18.17
;VOTER TURNOUT - Non-Partisan;2.31
;VOTER TURNOUT - BLANK;.
;
;","1571302940.11"

013,019,1319,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:27 AM","OFFICIAL RESULTS
",test,533,2226,"23.94","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:27 AM;June 26, 2018
;STATISTICS
;1319 013-019
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2226
;REGISTERED VOTERS - Republican;292;13.12
;REGISTERED VOTERS - Democratic;1495;67.16
;REGISTERED VOTERS - Non-Partisan;439;19.72
;BALLOTS CAST - TOTAL;533
;BALLOTS CAST - Republican;47;8.82
;BALLOTS CAST - Democratic;471;88.37
;BALLOTS CAST - Non-Partisan;15;2.81
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;23.94
;VOTER TURNOUT - Republican;16.10
;VOTER TURNOUT - Democratic;31.51
;VOTER TURNOUT - Non-Partisan;3.42
;VOTER TURNOUT - BLANK;.
;
;","1571302940.11"

004,009,0409,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:48 PM","OFFICIAL RESULTS
",test,327,1555,"21.03","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:48 PM;June 26, 2018
;STATISTICS
;0409 004-009
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1555
;REGISTERED VOTERS - Republican;246;15.82
;REGISTERED VOTERS - Democratic;924;59.42
;REGISTERED VOTERS - Non-Partisan;385;24.76
;BALLOTS CAST - TOTAL;327
;BALLOTS CAST - Republican;29;8.87
;BALLOTS CAST - Democratic;282;86.24
;BALLOTS CAST - Non-Partisan;16;4.89
;BALLOTS CAST - BLANK;1;.31
;VOTER TURNOUT - TOTAL;21.03
;VOTER TURNOUT - Republican;11.79
;VOTER TURNOUT - Democratic;30.52
;VOTER TURNOUT - Non-Partisan;4.16
;VOTER TURNOUT - BLANK;.06
;
;","1571302940.11"

009,027,0927,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:55 AM","OFFICIAL RESULTS
",test,629,3708,"16.96","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:55 AM;June 26, 2018
;STATISTICS
;0927 009-027
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3708
;REGISTERED VOTERS - Republican;880;23.73
;REGISTERED VOTERS - Democratic;1874;50.54
;REGISTERED VOTERS - Non-Partisan;954;25.73
;BALLOTS CAST - TOTAL;629
;BALLOTS CAST - Republican;85;13.51
;BALLOTS CAST - Democratic;503;79.97
;BALLOTS CAST - Non-Partisan;41;6.52
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;16.96
;VOTER TURNOUT - Republican;9.66
;VOTER TURNOUT - Democratic;26.84
;VOTER TURNOUT - Non-Partisan;4.30
;VOTER TURNOUT - BLANK;.
;
;","1571302940.12"

004,012,0412,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:54 PM","OFFICIAL RESULTS
",test,658,3447,"19.09","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:54 PM;June 26, 2018
;STATISTICS
;0412 004-012
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3447
;REGISTERED VOTERS - Republican;645;18.71
;REGISTERED VOTERS - Democratic;1899;55.09
;REGISTERED VOTERS - Non-Partisan;903;26.20
;BALLOTS CAST - TOTAL;658
;BALLOTS CAST - Republican;82;12.46
;BALLOTS CAST - Democratic;557;84.65
;BALLOTS CAST - Non-Partisan;19;2.89
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;19.09
;VOTER TURNOUT - Republican;12.71
;VOTER TURNOUT - Democratic;29.33
;VOTER TURNOUT - Non-Partisan;2.10
;VOTER TURNOUT - BLANK;.
;
;","1571302940.12"

009,025,0925,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:54 AM","OFFICIAL RESULTS
",test,312,2250,"13.87","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:54 AM;June 26, 2018
;STATISTICS
;0925 009-025
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2250
;REGISTERED VOTERS - Republican;439;19.51
;REGISTERED VOTERS - Democratic;1207;53.64
;REGISTERED VOTERS - Non-Partisan;604;26.84
;BALLOTS CAST - TOTAL;312
;BALLOTS CAST - Republican;63;20.19
;BALLOTS CAST - Democratic;227;72.76
;BALLOTS CAST - Non-Partisan;22;7.05
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;13.87
;VOTER TURNOUT - Republican;14.35
;VOTER TURNOUT - Democratic;18.81
;VOTER TURNOUT - Non-Partisan;3.64
;VOTER TURNOUT - BLANK;.
;
;","1571302940.12"

009,040,0940,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:00 AM","OFFICIAL RESULTS
",test,234,2294,"10.20","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:00 AM;June 26, 2018
;STATISTICS
;0940 009-040
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2294
;REGISTERED VOTERS - Republican;359;15.65
;REGISTERED VOTERS - Democratic;1234;53.79
;REGISTERED VOTERS - Non-Partisan;701;30.56
;BALLOTS CAST - TOTAL;234
;BALLOTS CAST - Republican;15;6.41
;BALLOTS CAST - Democratic;200;85.47
;BALLOTS CAST - Non-Partisan;19;8.12
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;10.20
;VOTER TURNOUT - Republican;4.18
;VOTER TURNOUT - Democratic;16.21
;VOTER TURNOUT - Non-Partisan;2.71
;VOTER TURNOUT - BLANK;.
;
;","1571302940.12"

002,005,0205,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:36 PM","OFFICIAL RESULTS
",test,495,3448,"14.36","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:36 PM;June 26, 2018
;STATISTICS
;0205 002-005
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3448
;REGISTERED VOTERS - Republican;666;19.32
;REGISTERED VOTERS - Democratic;1935;56.12
;REGISTERED VOTERS - Non-Partisan;847;24.56
;BALLOTS CAST - TOTAL;495
;BALLOTS CAST - Republican;65;13.13
;BALLOTS CAST - Democratic;407;82.22
;BALLOTS CAST - Non-Partisan;23;4.65
;BALLOTS CAST - BLANK;1;.20
;VOTER TURNOUT - TOTAL;14.36
;VOTER TURNOUT - Republican;9.76
;VOTER TURNOUT - Democratic;21.03
;VOTER TURNOUT - Non-Partisan;2.72
;VOTER TURNOUT - BLANK;.03
;
;","1571302940.12"

013,061,1361,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:45 AM","OFFICIAL RESULTS
",test,607,5190,"11.70","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:45 AM;June 26, 2018
;STATISTICS
;1361 013-061
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;5190
;REGISTERED VOTERS - Republican;750;14.45
;REGISTERED VOTERS - Democratic;3334;64.24
;REGISTERED VOTERS - Non-Partisan;1106;21.31
;BALLOTS CAST - TOTAL;607
;BALLOTS CAST - Republican;62;10.21
;BALLOTS CAST - Democratic;516;85.01
;BALLOTS CAST - Non-Partisan;29;4.78
;BALLOTS CAST - BLANK;1;.16
;VOTER TURNOUT - TOTAL;11.70
;VOTER TURNOUT - Republican;8.27
;VOTER TURNOUT - Democratic;15.48
;VOTER TURNOUT - Non-Partisan;2.62
;VOTER TURNOUT - BLANK;.02
;
;","1571302940.12"

013,031,1331,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:32 AM","OFFICIAL RESULTS
",test,418,1702,"24.56","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:32 AM;June 26, 2018
;STATISTICS
;1331 013-031
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1702
;REGISTERED VOTERS - Republican;198;11.63
;REGISTERED VOTERS - Democratic;1160;68.16
;REGISTERED VOTERS - Non-Partisan;344;20.21
;BALLOTS CAST - TOTAL;418
;BALLOTS CAST - Republican;27;6.46
;BALLOTS CAST - Democratic;378;90.43
;BALLOTS CAST - Non-Partisan;13;3.11
;BALLOTS CAST - BLANK;1;.24
;VOTER TURNOUT - TOTAL;24.56
;VOTER TURNOUT - Republican;13.64
;VOTER TURNOUT - Democratic;32.59
;VOTER TURNOUT - Non-Partisan;3.78
;VOTER TURNOUT - BLANK;.06
;
;","1571302940.12"

013,067,1367,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:47 AM","OFFICIAL RESULTS
",test,405,1671,"24.24","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:47 AM;June 26, 2018
;STATISTICS
;1367 013-067
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;1671
;REGISTERED VOTERS - Republican;55;3.29
;REGISTERED VOTERS - Democratic;1349;80.73
;REGISTERED VOTERS - Non-Partisan;267;15.98
;BALLOTS CAST - TOTAL;405
;BALLOTS CAST - Republican;6;1.48
;BALLOTS CAST - Democratic;389;96.05
;BALLOTS CAST - Non-Partisan;10;2.47
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;24.24
;VOTER TURNOUT - Republican;10.91
;VOTER TURNOUT - Democratic;28.84
;VOTER TURNOUT - Non-Partisan;3.75
;VOTER TURNOUT - BLANK;.
;
;","1571302940.12"

006,010,0610,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","09:07 PM","OFFICIAL RESULTS
",test,429,3158,"13.58","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:09:07 PM;June 26, 2018
;STATISTICS
;0610 006-010
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3158
;REGISTERED VOTERS - Republican;441;13.96
;REGISTERED VOTERS - Democratic;1947;61.65
;REGISTERED VOTERS - Non-Partisan;770;24.38
;BALLOTS CAST - TOTAL;429
;BALLOTS CAST - Republican;36;8.39
;BALLOTS CAST - Democratic;375;87.41
;BALLOTS CAST - Non-Partisan;18;4.20
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;13.58
;VOTER TURNOUT - Republican;8.16
;VOTER TURNOUT - Democratic;19.26
;VOTER TURNOUT - Non-Partisan;2.34
;VOTER TURNOUT - BLANK;.
;
;","1571302940.12"

012,005,1205,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:17 AM","OFFICIAL RESULTS
",test,304,3124,"9.73","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:17 AM;June 26, 2018
;STATISTICS
;1205 012-005
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3124
;REGISTERED VOTERS - Republican;914;29.26
;REGISTERED VOTERS - Democratic;1409;45.10
;REGISTERED VOTERS - Non-Partisan;801;25.64
;BALLOTS CAST - TOTAL;304
;BALLOTS CAST - Republican;94;30.92
;BALLOTS CAST - Democratic;188;61.84
;BALLOTS CAST - Non-Partisan;22;7.24
;BALLOTS CAST - BLANK;1;.33
;VOTER TURNOUT - TOTAL;9.73
;VOTER TURNOUT - Republican;10.28
;VOTER TURNOUT - Democratic;13.34
;VOTER TURNOUT - Non-Partisan;2.75
;VOTER TURNOUT - BLANK;.03
;
;","1571302940.12"

009,018,0918,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:52 AM","OFFICIAL RESULTS
",test,258,2677,"9.64","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:52 AM;June 26, 2018
;STATISTICS
;0918 009-018
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2677
;REGISTERED VOTERS - Republican;356;13.30
;REGISTERED VOTERS - Democratic;1632;60.96
;REGISTERED VOTERS - Non-Partisan;689;25.74
;BALLOTS CAST - TOTAL;258
;BALLOTS CAST - Republican;31;12.02
;BALLOTS CAST - Democratic;208;80.62
;BALLOTS CAST - Non-Partisan;19;7.36
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;9.64
;VOTER TURNOUT - Republican;8.71
;VOTER TURNOUT - Democratic;12.75
;VOTER TURNOUT - Non-Partisan;2.76
;VOTER TURNOUT - BLANK;.
;
;","1571302940.12"

013,027,1327,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:30 AM","OFFICIAL RESULTS
",test,518,2723,"19.02","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:30 AM;June 26, 2018
;STATISTICS
;1327 013-027
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2723
;REGISTERED VOTERS - Republican;335;12.30
;REGISTERED VOTERS - Democratic;1785;65.55
;REGISTERED VOTERS - Non-Partisan;603;22.14
;BALLOTS CAST - TOTAL;518
;BALLOTS CAST - Republican;37;7.14
;BALLOTS CAST - Democratic;462;89.19
;BALLOTS CAST - Non-Partisan;19;3.67
;BALLOTS CAST - BLANK;1;.19
;VOTER TURNOUT - TOTAL;19.02
;VOTER TURNOUT - Republican;11.04
;VOTER TURNOUT - Democratic;25.88
;VOTER TURNOUT - Non-Partisan;3.15
;VOTER TURNOUT - BLANK;.04
;
;","1571302940.12"

007,015,0715,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","07:53 PM","OFFICIAL RESULTS
",test,713,3618,"19.71","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/23/18;Montgomery, Maryland
;RUN TIME:07:53 PM;June 26, 2018
;STATISTICS
;0715 007-015
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;3618
;REGISTERED VOTERS - Republican;721;19.93
;REGISTERED VOTERS - Democratic;2052;56.72
;REGISTERED VOTERS - Non-Partisan;845;23.36
;BALLOTS CAST - TOTAL;713
;BALLOTS CAST - Republican;67;9.40
;BALLOTS CAST - Democratic;618;86.68
;BALLOTS CAST - Non-Partisan;28;3.93
;BALLOTS CAST - BLANK;1;.14
;VOTER TURNOUT - TOTAL;19.71
;VOTER TURNOUT - Republican;9.29
;VOTER TURNOUT - Democratic;30.12
;VOTER TURNOUT - Non-Partisan;3.31
;VOTER TURNOUT - BLANK;.03
;
;","1571302940.12"

002,004,0204,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:35 PM","OFFICIAL RESULTS
",test,545,4466,"12.20","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/16/18;Montgomery, Maryland
;RUN TIME:01:35 PM;June 26, 2018
;STATISTICS
;0204 002-004
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;4466
;REGISTERED VOTERS - Republican;701;15.70
;REGISTERED VOTERS - Democratic;2597;58.15
;REGISTERED VOTERS - Non-Partisan;1168;26.15
;BALLOTS CAST - TOTAL;545
;BALLOTS CAST - Republican;63;11.56
;BALLOTS CAST - Democratic;450;82.57
;BALLOTS CAST - Non-Partisan;32;5.87
;BALLOTS CAST - BLANK;2;.37
;VOTER TURNOUT - TOTAL;12.20
;VOTER TURNOUT - Republican;8.99
;VOTER TURNOUT - Democratic;17.33
;VOTER TURNOUT - Non-Partisan;2.74
;VOTER TURNOUT - BLANK;.04
;
;","1571302940.12"

009,030,0930,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","12:56 AM","OFFICIAL RESULTS
",test,359,2750,"13.05","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:12:56 AM;June 26, 2018
;STATISTICS
;0930 009-030
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2750
;REGISTERED VOTERS - Republican;458;16.65
;REGISTERED VOTERS - Democratic;1545;56.18
;REGISTERED VOTERS - Non-Partisan;747;27.16
;BALLOTS CAST - TOTAL;359
;BALLOTS CAST - Republican;54;15.04
;BALLOTS CAST - Democratic;280;77.99
;BALLOTS CAST - Non-Partisan;25;6.96
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;13.05
;VOTER TURNOUT - Republican;11.79
;VOTER TURNOUT - Democratic;18.12
;VOTER TURNOUT - Non-Partisan;3.35
;VOTER TURNOUT - BLANK;.
;
;","1571302940.12"

013,014,1314,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:26 AM","OFFICIAL RESULTS
",test,726,2796,"25.97","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:26 AM;June 26, 2018
;STATISTICS
;1314 013-014
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2796
;REGISTERED VOTERS - Republican;297;10.62
;REGISTERED VOTERS - Democratic;2028;72.53
;REGISTERED VOTERS - Non-Partisan;471;16.85
;BALLOTS CAST - TOTAL;726
;BALLOTS CAST - Republican;25;3.44
;BALLOTS CAST - Democratic;679;93.53
;BALLOTS CAST - Non-Partisan;22;3.03
;BALLOTS CAST - BLANK;0
;VOTER TURNOUT - TOTAL;25.97
;VOTER TURNOUT - Republican;8.42
;VOTER TURNOUT - Democratic;33.48
;VOTER TURNOUT - Non-Partisan;4.67
;VOTER TURNOUT - BLANK;.
;
;","1571302940.12"

013,013,1313,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","01:25 AM","OFFICIAL RESULTS
",test,478,2749,"17.39","Precinct Summary;Gubernatorial Primary Election;OFFICIAL RESULTS
;Run Date:07/17/18;Montgomery, Maryland
;RUN TIME:01:25 AM;June 26, 2018
;STATISTICS
;1313 013-013
;VOTES;PERCENT
;
;REGISTERED VOTERS - TOTAL;2749
;REGISTERED VOTERS - Republican;176;6.40
;REGISTERED VOTERS - Democratic;2022;73.55
;REGISTERED VOTERS - Non-Partisan;551;20.04
;BALLOTS CAST - TOTAL;478
;BALLOTS CAST - Republican;18;3.77
;BALLOTS CAST - Democratic;450;94.14
;BALLOTS CAST - Non-Partisan;10;2.09
;BALLOTS CAST - BLANK;1;.21
;VOTER TURNOUT - TOTAL;17.39
;VOTER TURNOUT - Republican;10.23
;VOTER TURNOUT - Democratic;22.26
;VOTER TURNOUT - Non-Partisan;1.81
;VOTER TURNOUT - BLANK;.04
;
;","1571302940.12"

005,005,0505,"Montgomery, Maryland
","June 26, 2018
","Gubernatorial Primary Election","07:07 PM","OFFICIAL RESULTS
